report_index,category,is_synthetic,synthetic_id,file_name,size,md5,sha1,sha256,app_name,package_name,main_activity,target_sdk,min_sdk,max_sdk,android_version_name,android_version_code,security_score,risk_level,grade,trackers_detection,findings_high,findings_medium,findings_info,findings_secure,findings_hotspot,activities,services,receivers,providers,exported_activities,exported_services,exported_receivers,exported_providers,binary_signed,v1_signature,v2_signature,v3_signature,v4_signature,cert_subject,cert_issuer,cert_valid_from,cert_valid_to,cert_analysis_high,cert_analysis_warning,cert_analysis_info,manifest_high,manifest_warning,manifest_info,manifest_suppressed,permissions_total,permissions_dangerous,dangerous_permissions_list,all_permissions_list,malware_permission_matches,other_common_permission_matches,has_anti_vm_code,has_anti_debug_code,has_anti_root_code,has_obfuscator,has_dexmerge_manipulation,signed_with_debug_cert,janus_vulnerable
11,banking_apk_scams,True,SYN-000011,92bedf004440cdcbafc70eb17dc36172e365dcfa360208551ea79f4fd033e57d.apk,12.51MB,6b928ba8e62b939ec6de48391129259f,283b309ec526fe936db22cbfde66ec7b455fb577,92bedf004440cdcbafc70eb17dc36172e365dcfa360208551ea79f4fd033e57d,SafeMoney Lite,app.team.synmcb,app.team.synmcb.MainActivity,35,12,,3.1.7,4456574,53,MEDIUM RISK,C,,1,5,0,3,3,25,6,6,4,21,0,1,1,True,False,False,False,False,"C=US, O=AppDev, CN=SafeMoney Lite","C=US, O=AppDev, CN=SafeMoney Lite",2021-06-20 00:00:00+00:00,2040-01-03 00:00:00+00:00,2,2,1,0,0,0,0,8,5,android.permission.CAMERA;android.permission.INSTALL_PACKAGES;android.permission.READ_CALL_LOG;android.permission.RECORD_AUDIO;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.CAMERA;android.permission.CHANGE_WIFI_STATE;android.permission.INSTALL_PACKAGES;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.READ_CALL_LOG;android.permission.RECORD_AUDIO;android.permission.VIBRATE;android.permission.WRITE_EXTERNAL_STORAGE,5/25,3/44,False,False,False,False,False,False,False
12,banking_apk_scams,True,SYN-000012,062a870cf8e8c7206eb8a070bccfda0292ec1741b760d4bf8169ad87c6c454ba.apk,9.9MB,9df0ddbd5e526659994656d3a4bce6ce,463a6b66e0edd59c8570b453bd0bd871e0d69195,062a870cf8e8c7206eb8a070bccfda0292ec1741b760d4bf8169ad87c6c454ba,SecureTransfer Connect,net.team.iakfv,net.team.iakfv.MainActivity,35,22,,4.4.70,865902,38,HIGH RISK,D,,2,6,3,0,3,14,10,10,1,13,2,5,1,True,False,False,False,False,"C=US, O=Android, CN=SecureTransfer Connect","C=US, O=Android, CN=SecureTransfer Connect",2017-02-21 00:00:00+00:00,2033-08-23 00:00:00+00:00,2,1,0,1,1,1,0,17,5,android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SETTINGS,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.GET_TASKS;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.PERSISTENT_ACTIVITY;android.permission.READ_MEDIA_VIDEO;android.permission.READ_PHONE_NUMBERS;android.permission.READ_SYNC_SETTINGS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.SCHEDULE_EXACT_ALARM;android.permission.USE_EXACT_ALARM;android.permission.WAKE_LOCK;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SETTINGS;com.google.android.c2dm.permission.RECEIVE,5/25,12/44,True,False,True,False,False,False,True
13,banking_apk_scams,True,SYN-000013,b44419872b7edc83ab604e8204c5b5d931460b03d1fb0e558ddb5e1d86e500cc.apk,39.48MB,4c9668407330148125e2cf044e47891d,e7bc56f84b38b0206da171613cc26826ae6c23ac,b44419872b7edc83ab604e8204c5b5d931460b03d1fb0e558ddb5e1d86e500cc,MyPay Now,org.soft.sqwwwjis,org.soft.sqwwwjis.MainActivity,31,26,,2.7.12,5569947,28,HIGH RISK,C,,1,6,3,3,2,17,8,0,4,9,7,0,3,True,False,False,True,False,"C=US, O=AppDev, CN=Android Debug","C=US, O=AppDev, CN=Android Debug",2023-09-02 00:00:00+00:00,2028-04-21 00:00:00+00:00,3,0,1,3,3,2,0,14,13,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.INSTALL_PACKAGES;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CONTACTS;android.permission.WRITE_SMS,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.EXPAND_STATUS_BAR;android.permission.INSTALL_PACKAGES;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CONTACTS;android.permission.WRITE_SMS,13/25,1/44,False,False,False,False,True,True,False
14,banking_apk_scams,True,SYN-000014,de73868f8b891d070fc94b92b1fa65d26decf149c28a542aba49ba18e2d61a4a.apk,47.95MB,bac0fa35371436f9246b1254680e8707,0d36c6a9ab4d68ea9c98a9af382f3dfbd2b018b2,de73868f8b891d070fc94b92b1fa65d26decf149c28a542aba49ba18e2d61a4a,NationalSave Now,com.tech.oozhzrh,com.tech.oozhzrh.MainActivity,20,9,,6.9.38,7410996,49,MEDIUM RISK,C,,0,6,1,1,1,1,1,10,0,1,1,5,0,True,True,True,True,False,"C=US, O=tech, CN=Android Debug","C=US, O=tech, CN=Android Debug",2023-11-25 00:00:00+00:00,2027-10-24 00:00:00+00:00,3,2,2,1,1,2,0,6,1,android.permission.READ_SMS,android.permission.BLUETOOTH_ADMIN;android.permission.INTERACT_ACROSS_USERS;android.permission.MANAGE_ACCOUNTS;android.permission.READ_SMS;android.permission.READ_SYNC_SETTINGS;android.permission.VIBRATE,1/25,5/44,True,True,False,False,False,True,False
15,banking_apk_scams,True,SYN-000015,33f4906bd9b1a911008c36408628ac47ff1aa868a6b8098492f31f9e6aa199ed.apk,19.89MB,4d452263a562d84df26a38cb5ee0fa5e,500b2f4a037bfe85ec7e2763585eddda80facd3d,33f4906bd9b1a911008c36408628ac47ff1aa868a6b8098492f31f9e6aa199ed,TrustBanking Go,info.soft.rmqy,info.soft.rmqy.MainActivity,27,25,,2.6.1,6136688,49,MEDIUM RISK,C,,1,3,2,2,3,22,4,3,0,9,3,0,0,True,False,True,False,False,"C=US, O=MyCompany, CN=TrustBanking Go","C=US, O=MyCompany, CN=TrustBanking Go",2019-04-21 00:00:00+00:00,2028-11-27 00:00:00+00:00,2,0,1,1,8,1,0,6,2,android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SYSTEM_ALERT_WINDOW,android.permission.BROADCAST_STICKY;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.PERSISTENT_ACTIVITY;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SYSTEM_ALERT_WINDOW;android.permission.USE_FINGERPRINT,2/25,4/44,False,False,True,False,False,False,False
16,banking_apk_scams,True,SYN-000016,564671afafa2a6559e6f0bdc0fe5834dbe53846d1ed626f8480a8faece07fe6f.apk,74.16MB,0c925ecbc75699310c42d640bc6282e4,ee99009b24adbd0d0eaddf551b9a09283ee7668b,564671afafa2a6559e6f0bdc0fe5834dbe53846d1ed626f8480a8faece07fe6f,InstantSave Plus,org.dev.uphzz,org.dev.uphzz.MainActivity,21,18,,1.5.31,358319,49,MEDIUM RISK,B,,1,0,0,2,1,14,18,4,6,10,3,3,4,True,False,False,True,False,"C=US, O=dev, CN=InstantSave Plus","C=US, O=dev, CN=InstantSave Plus",2014-03-04 00:00:00+00:00,2025-03-01 00:00:00+00:00,1,1,0,2,7,1,0,12,6,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_SMS;android.permission.RECEIVE_SMS,android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.GET_ACCOUNTS;android.permission.PERSISTENT_ACTIVITY;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.REORDER_TASKS;android.permission.RESTART_PACKAGES;android.permission.WRITE_SYNC_SETTINGS,6/25,6/44,True,False,False,False,True,False,False
17,banking_apk_scams,True,SYN-000017,1b6dbb85323b40b409c728fd77114577b0ff7132d71192c2cebe3b2e58fe4003.apk,31.25MB,528ff9072e171a184f5207cd74e7ce61,aba0a8fcd71a4bc241631ecac8d0d32006ac4d10,1b6dbb85323b40b409c728fd77114577b0ff7132d71192c2cebe3b2e58fe4003,DirectWallet,app.mobile.vcct,app.mobile.vcct.MainActivity,29,15,,6.7.51,6942640,27,HIGH RISK,C,,3,6,0,2,1,2,15,12,6,2,3,7,5,True,False,True,False,False,"C=US, O=Unknown, CN=Android Debug","C=US, O=Unknown, CN=Android Debug",2018-01-19 00:00:00+00:00,2045-11-04 00:00:00+00:00,2,1,2,2,8,2,0,19,11,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CONTACTS;android.permission.READ_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_SMS,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.BLUETOOTH_ADMIN;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.POST_NOTIFICATIONS;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CONTACTS;android.permission.READ_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_SMS;android.permission.WRITE_SYNC_SETTINGS;com.google.android.c2dm.permission.RECEIVE;com.google.android.gms.permission.AD_ID,11/25,8/44,False,False,False,False,True,True,False
18,banking_apk_scams,True,SYN-000018,bcdb337476a445a4970b0a299761d22e898838ef75a257216a0adc26009822ea.apk,33.2MB,cd3435283e8b132c40697b08886ac15e,8d7c9bf878046098f9502cda2179d78b2f5fa4c0,bcdb337476a445a4970b0a299761d22e898838ef75a257216a0adc26009822ea,UnitedPay Mobile,info.corp.mrbkpahf,info.corp.mrbkpahf.MainActivity,17,12,,7.7.77,7434203,33,HIGH RISK,D,,2,9,3,0,1,1,5,8,4,1,2,0,1,True,True,True,False,False,"C=US, O=Unknown, CN=Android Debug","C=US, O=Unknown, CN=Android Debug",2022-05-10 00:00:00+00:00,2044-02-01 00:00:00+00:00,1,1,1,1,0,0,0,20,9,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CONTACTS;android.permission.READ_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SMS,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.ACCESS_NETWORK_STATE;android.permission.BROADCAST_STICKY;android.permission.DISABLE_KEYGUARD;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.POST_NOTIFICATIONS;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CONTACTS;android.permission.READ_MEDIA_IMAGES;android.permission.READ_PHONE_NUMBERS;android.permission.READ_SMS;android.permission.REORDER_TASKS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SMS,9/25,11/44,True,False,True,False,True,True,True
19,banking_apk_scams,True,SYN-000019,e67fe21112d554dac899f48525e14ef692518b9dcbc683ca057e29508b586016.apk,14.86MB,b2438115e9a7f4c47aaa16296a6e4b66,300fc6c772af16c22a43d13d0c338cb3ab8efed9,e67fe21112d554dac899f48525e14ef692518b9dcbc683ca057e29508b586016,CityMoney Connect,xyz.group.yoqqwqdbl,xyz.group.yoqqwqdbl.MainActivity,35,12,,2.2.32,3963934,53,MEDIUM RISK,C,2/300,2,10,3,2,0,19,12,13,4,3,6,0,2,True,True,True,True,False,"C=US, O=MyCompany, CN=CityMoney Connect","C=US, O=MyCompany, CN=CityMoney Connect",2022-05-19 00:00:00+00:00,2027-06-17 00:00:00+00:00,3,2,0,0,6,2,0,15,7,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.SEND_SMS,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.ACCESS_NETWORK_STATE;android.permission.ACCESS_WIFI_STATE;android.permission.BIND_DEVICE_ADMIN;android.permission.BROADCAST_STICKY;android.permission.CALL_PHONE;android.permission.CHANGE_NETWORK_STATE;android.permission.NFC;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_IMAGES;android.permission.SEND_SMS;android.permission.WRITE_SYNC_SETTINGS,7/25,8/44,False,True,False,False,False,False,False
20,banking_apk_scams,True,SYN-000020,6599d300a680a573c826fc4029dfef543c985bcf0c0f69f57b768655877d7685.apk,10.68MB,3542a987baf543e5b711d455b5b6c67f,00b43448cca5f095280ff9e946154cfa0fd602a9,6599d300a680a573c826fc4029dfef543c985bcf0c0f69f57b768655877d7685,NationalWallet Connect,info.mobile.oqidsy,info.mobile.oqidsy.MainActivity,34,12,,2.9.84,5592887,34,HIGH RISK,C,,3,7,3,1,2,2,14,3,5,2,1,1,0,True,False,True,True,False,"C=US, O=mobile, CN=NationalWallet Connect","C=US, O=mobile, CN=NationalWallet Connect",2011-11-22 00:00:00+00:00,2051-09-12 00:00:00+00:00,3,1,1,3,5,1,0,19,9,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.INSTALL_PACKAGES;android.permission.READ_CALL_LOG;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_WIFI_STATE;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.FOREGROUND_SERVICE;android.permission.INSTALL_PACKAGES;android.permission.NFC;android.permission.READ_CALL_LOG;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.READ_SYNC_SETTINGS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SCHEDULE_EXACT_ALARM;android.permission.SEND_SMS;android.permission.USE_CREDENTIALS;com.google.android.gms.permission.AD_ID,9/25,10/44,True,False,True,False,False,False,True
21,banking_apk_scams,True,SYN-000021,48f9b2a563edf3396a2c357a660e19f6b8af250165da6e8d1f27d89f4d7effd9.apk,63.45MB,8f5ff0ac5a7f06776508a1658fb39657,47d00f4941b83d79a66f39cfa1957999694d4d6d,48f9b2a563edf3396a2c357a660e19f6b8af250165da6e8d1f27d89f4d7effd9,MetroUPI Pro,app.mobile.vxykk,app.mobile.vxykk.MainActivity,35,23,,9.1.91,6227906,29,HIGH RISK,D,1/400,4,6,3,1,1,6,5,14,0,3,2,10,0,True,True,True,False,False,"C=US, O=MyCompany, CN=MetroUPI Pro","C=US, O=MyCompany, CN=MetroUPI Pro",2013-07-03 00:00:00+00:00,2047-04-01 00:00:00+00:00,2,2,2,1,7,0,0,18,11,android.permission.ACCESS_FINE_LOCATION;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CALL_LOG;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,android.permission.ACCESS_FINE_LOCATION;android.permission.EXPAND_STATUS_BAR;android.permission.GET_ACCOUNTS;android.permission.MANAGE_ACCOUNTS;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_MEDIA_AUDIO;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.RESTART_PACKAGES;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.USE_CREDENTIALS;android.permission.WRITE_CALL_LOG;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,11/25,7/44,False,False,False,True,True,False,False
22,banking_apk_scams,True,SYN-000022,1b745dd69a179e5734e1be43e230c1ae4fda3b8025faf4f3d64ec1155c6c57e6.apk,1.3MB,5e923a4524b531fab0e0c8c3ce775333,1c28c120968eb881f06b667eb518dd32d8de2792,1b745dd69a179e5734e1be43e230c1ae4fda3b8025faf4f3d64ec1155c6c57e6,SmartFund Connect,info.dev.djiqvr,info.dev.djiqvr.MainActivity,30,9,,6.4.95,6490792,23,HIGH RISK,C,1/400,2,6,1,1,2,2,7,13,7,0,1,13,7,True,True,False,True,False,"C=US, O=AppDev, CN=Android Debug","C=US, O=AppDev, CN=Android Debug",2020-03-26 00:00:00+00:00,2032-02-23 00:00:00+00:00,2,0,2,1,6,0,0,22,14,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.READ_CALL_LOG;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE;android.permission.READ_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SMS,android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BLUETOOTH;android.permission.BLUETOOTH_ADMIN;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.INTERACT_ACROSS_USERS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.READ_CALL_LOG;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_AUDIO;android.permission.READ_PHONE_STATE;android.permission.READ_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.USE_BIOMETRIC;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SMS;com.google.android.c2dm.permission.RECEIVE,14/25,8/44,True,False,False,False,False,True,False
23,banking_apk_scams,True,SYN-000023,9cc86cca5c70289470c84413f458795075bc11e66f828d48a3443fb75aa5f5c4.apk,54.53MB,4c171478b016578d5a1677e366e9b702,53e816030ded4baac8846da8d46a769793b44fe5,9cc86cca5c70289470c84413f458795075bc11e66f828d48a3443fb75aa5f5c4,QuickPay,info.labs.nteawr,info.labs.nteawr.MainActivity,20,19,,6.7.5,7447547,54,MEDIUM RISK,C,,2,6,3,3,3,25,6,9,5,24,0,5,2,True,False,True,True,False,"C=US, O=AppDev, CN=QuickPay","C=US, O=AppDev, CN=QuickPay",2010-03-03 00:00:00+00:00,2039-11-12 00:00:00+00:00,2,0,2,0,7,1,0,10,4,android.permission.READ_CALL_LOG;android.permission.RECEIVE_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CALL_LOG,android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_WIFI_STATE;android.permission.READ_CALL_LOG;android.permission.RECEIVE_SMS;android.permission.SCHEDULE_EXACT_ALARM;android.permission.SET_WALLPAPER;android.permission.SYSTEM_ALERT_WINDOW;android.permission.USE_FINGERPRINT;android.permission.WRITE_CALL_LOG;com.google.android.gms.permission.AD_ID,4/25,6/44,True,False,False,False,False,False,False
24,banking_apk_scams,True,SYN-000024,1747af8b27898821cd634ae35a0f74c93766dcb390c01a45c7edb4987bf3306f.apk,9.17MB,2f1bad6c810d0bb25a8cc40dd35261a2,f1e70ff97714c4a72a7cc8ca65e1aa5ecc1d583d,1747af8b27898821cd634ae35a0f74c93766dcb390c01a45c7edb4987bf3306f,DirectUPI Connect,org.group.zdwbksmkko,org.group.zdwbksmkko.MainActivity,24,13,,6.8.28,2920763,38,HIGH RISK,D,3/350,1,7,1,2,3,1,5,15,8,1,4,3,4,True,False,False,False,False,"C=US, O=Unknown, CN=Android Debug","C=US, O=Unknown, CN=Android Debug",2015-11-03 00:00:00+00:00,2052-08-22 00:00:00+00:00,1,0,1,0,3,0,0,14,10,android.permission.ACCESS_COARSE_LOCATION;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.SEND_SMS;android.permission.WRITE_CALL_LOG;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,android.permission.ACCESS_COARSE_LOCATION;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.GET_TASKS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_PHONE_NUMBERS;android.permission.SEND_SMS;android.permission.USE_BIOMETRIC;android.permission.WRITE_CALL_LOG;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,10/25,4/44,False,False,False,False,True,True,False
25,banking_apk_scams,True,SYN-000025,b5792683dc0beab2fd3ec2837511f49472a87b1257d4b5075b8a62c7ef9f4447.apk,5.55MB,295b6b763033988ab82903c26a7eb333,69bc0adbd108bd0f296328e9575a4970cbe49530,b5792683dc0beab2fd3ec2837511f49472a87b1257d4b5075b8a62c7ef9f4447,InstantLoan Connect,net.soft.stwzdjoimg,net.soft.stwzdjoimg.MainActivity,24,23,,7.4.58,4108370,44,MEDIUM RISK,C,,0,2,0,1,1,17,9,2,4,6,8,1,1,True,False,False,False,False,"C=US, O=Unknown, CN=Android Debug","C=US, O=Unknown, CN=Android Debug",2012-02-02 00:00:00+00:00,2042-07-28 00:00:00+00:00,0,0,0,1,5,2,0,9,5,android.permission.ACCESS_COARSE_LOCATION;android.permission.READ_CALL_LOG;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.WRITE_SMS,android.permission.ACCESS_COARSE_LOCATION;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.MANAGE_ACCOUNTS;android.permission.NFC;android.permission.POST_NOTIFICATIONS;android.permission.READ_CALL_LOG;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.WRITE_SMS,5/25,4/44,False,False,False,False,False,True,False
26,banking_apk_scams,True,SYN-000026,bf5f6ccf35bbf5104328e0e05695f905bfeb960a1455f47c58e1602197874c0c.apk,59.63MB,55f3544475e9a7301f95e47ec70764cc,5611274c1ef041dfaf58fa8ba6a054ff26bea3bc,bf5f6ccf35bbf5104328e0e05695f905bfeb960a1455f47c58e1602197874c0c,InstantBanking Hub,app.solutions.bdim,app.solutions.bdim.MainActivity,34,11,,2.6.47,2158614,47,MEDIUM RISK,C,,0,4,0,3,1,7,18,11,0,0,9,7,0,True,False,True,True,False,"C=US, O=AppDev, CN=Android Debug","C=US, O=AppDev, CN=Android Debug",2012-10-17 00:00:00+00:00,2032-06-20 00:00:00+00:00,2,1,1,1,4,2,0,16,8,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CALL_LOG,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.BLUETOOTH_ADMIN;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SET_WALLPAPER;android.permission.SYSTEM_ALERT_WINDOW;android.permission.USE_BIOMETRIC;android.permission.USE_EXACT_ALARM;android.permission.WAKE_LOCK;android.permission.WRITE_CALL_LOG;android.permission.WRITE_SYNC_SETTINGS;com.google.android.gms.permission.AD_ID,8/25,8/44,False,False,False,False,False,True,True
27,banking_apk_scams,True,SYN-000027,741e9d029fb75a25aa48250a796d77c672e44f53c6680a36ee5609250632df9c.apk,71.75MB,b029f6bb439b989ee4397b2b022fc0d2,dc32b8700fedb290551e3ecadeafc87a7e28d47d,741e9d029fb75a25aa48250a796d77c672e44f53c6680a36ee5609250632df9c,TrustBanking Now,net.tech.ofzhhf,net.tech.ofzhhf.MainActivity,32,18,,9.6.40,8025734,32,HIGH RISK,C,7/450,1,7,3,1,1,10,0,15,4,10,0,1,4,True,True,True,False,False,"C=US, O=AppDev, CN=Android Debug","C=US, O=AppDev, CN=Android Debug",2015-08-12 00:00:00+00:00,2041-05-04 00:00:00+00:00,0,1,1,4,1,0,0,12,6,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.READ_CALL_LOG;android.permission.READ_EXTERNAL_STORAGE;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CHANGE_CONFIGURATION;android.permission.EXPAND_STATUS_BAR;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.READ_CALL_LOG;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_VIDEO;android.permission.REORDER_TASKS;android.permission.WRITE_EXTERNAL_STORAGE,6/25,6/44,True,False,False,False,False,True,True
